tweets	sentiment	topics
@ATschugguel Guys, you don't have a Bill of Rights. You are going to have to fight back and fight back hard. It's not even a vaccine. A friend of mine who took it in May now has blood clots in his legs and they can move to other areas of his body. This is insane.	-1	1
@yoshkapundrick @krismheuer @OpenVAERS @jpkiekens FDA does not care about our health. The vaccine isn’t working. VAERS is underreported.  Am I wrong?	-1	1
They profit from it. This is obscene.  https://t.co/oUNqs4UDFX	0	4
"BTS stayed active with fans in 2020 and 2021 amidst the COVID-19 situation, and achieved dazzling results to cement themselves as global artists"  yes bighit, tell em	0	7
Being *truthful* about individualised risks will lead to better public health outcomes.   I'd say some of the most harmful pieces of rhetoric has been about COVID-19 vaccine efficacy and the usefulness of masks. These have likely put many at-risk people in harm's way.	1	1
Make the best decisions to protect you, your family, and your community. Talk with your health care provider to get the facts about COVID-19 vaccines. Find a vaccine location near you Search https://t.co/eV1cATATJE Text your ZIP code to 438829 Call 1-800-232-0233 #WeCanDoThis	1	1
Many Americans Died From Covid Because Fauci 'Sabotaged Early Treatment Using Cheap, Available, Generic Drugs' https://t.co/Vr4ABjOol7?	-1	4
album aside im glad they getting the break they need they been working the skin off they ass during quarantine i hope they rest well	0	7
Just checked with Rexall in Renfrew. They have a walk in clinic on Wednesday 2-7pm for 5-11 vaccine, no appointment necessary. Let's get this number up. @RCDHealthUnit https://t.co/s8sDfNGdTg	1	7
they worked so hard throughout quarantine, they deserve this break so so much	0	7
@DavidPoulden It may be true and it may not be.   But the point is the vaccine does reduce the spread. If no one was vaccinated, we’d be in serious trouble.	1	1
stfu where is your negative covid test https://t.co/liqo1lZcWW	0	7
always sunny made a covid episode and it's actually a good one??	0	7
@UBIToday Almost three quarters of a million Americans have died from Covid,I’m sure many would have been in the job market if they were alive today 😊	1	6
@KyleKashuv imagine having to get the vaccine to eat a burger	0	7
It’s a pandemic of the vaccinated. @btysonmd @critica18495985 @ElectionWiz @richardursomd https://t.co/qvjTCKrksb	0	7
@VintageWingnut1 Like it or not you need to sleep 💤  I have 'covid arm' after getting my booster on Friday. WTF?  🩹	1	1
- My dear Kim Namjoon, Kim Seokjin, Min Yoongi, Jung Hoseok, Park Jimin, Kim Taehyung, Jeon Jungkook, you have given us so much of yourselves for the last two years, despite covid, we were so well fed with content. I hope during this time off+	0	7
These are the best and worst states to live in during the pandemic. https://t.co/lKl8jT43mW	0	4
@KamVTV The vaccine is literally free.	1	1
I learned this back during a period of depression, but after this whole COVID thing and what's happening to my dad (which I haven't publicly talked about, but it has been really rough), I have to take things day by day and use stupid shit like releases as goal posts to get to.	0	7
@fncktheGOP @gsd_mom @Gergerollingro1 Why do people think this vaccine is any different from the rest of the medicines and treatments on offer? They really believe a couple of hyperbolic YouTube videos puts them on the same page as someone who spent decades studying medicine and treating patients?	1	1
@WestSideCater Richard. By completely distancing himself from conservatism (to sum it up).	0	7
@nytimes @nytimes can you please comment on the “off ramps” that you were pushing and pushing for 2 weeks ago?  Next time Covid is barely controlled PLEASE do not undermine everything and stop with the immediate“off ramps”. OK @nytimes ?  Because now you just look foolish.  THANK YOU.	0	7
@NZStuff Common sense prevailing.If you could not get or pass on COVID if fully vaccinated then 100% agree.Been working unvaccinated for 18 months now all of a sudden because a date is set everyone is scared of getting COVID Even though you can still get it from another vaccinated person?	-1	1
Do y’all remember when there were months between seasons?!  Then the pandemic hit and we’ve had 90 day of some version on Sundays for 2yrs.  #90DayFiance	0	7
@pbhushan1 We will win against Corona .But difficult with this kind of so called intellectuals.This virus need a vaccine	1	1
@sunlorrie May be a fryfest for the drug cartel. But. The more they cheat. Elm the wicked witch of the West thought he was it. But the building site saw him shit in a pail.   Re I saw you.omg. can't afford jonny on the spot. To pee or shit Smells like covid African style.	0	7
@RoryDunne__ @CovidHse Or just another one to add to the list? This is just one of the pfizer shots (they market it under different names so you have to look by specific marketing name. https://t.co/YZHbvl2xXd	0	1
@Catwalkster @WrathfullyWraph @ATschugguel Force them to work the COVID ward in any hospital ….that’ll get anyone willing to do whatever it takes to protect themselves and others	1	6
The 5G vaccines are gonna turn me into a femboy  I wish I wasn't so eager to suck off another boy  The mask mandates are literal tyranny  I'm going to ♥♥♥ if I see a queer near me  Coronavirus is a total hoax	1	7
DepEd Usec. Malaluan: There are 14-16 students per class to ensure physical distancing. In senior high, number can be increased to 20.	0	3
@SUPREMEKOURTNEE I get what you’re implying… but I counter that with the new norm is buying online even with no where to go. I.e during the pandemic, folks did nothing but WFH, shop, &amp; sit in the house	0	7
@ReneeFleck1 @lyleleander @madisonmbass @BretWeinstein Wrong.  https://t.co/bZTfsNfYSQ  https://t.co/Y4VraDGJo6  https://t.co/BBXsRZA9mK  https://t.co/H1ypT52Zuo  https://t.co/NqB0G66ONu  https://t.co/BC1eJRDXLi  https://t.co/uZXwBGmjGD  https://t.co/uc6JaPN6sW  https://t.co/ZfXWSFYUB9	0	7
@POTUS 👀 Gibraltar 👀 would like a word…?  Zero Covid Policy.  Close the schools!!!  Paid shutdown. No corp $!  Provide single payer healthcare; masks 😷 testing, vaccines for high-risk and any requesting.  Stop evictions.  Cancel all student debt.	`	3
@carinadea Tank top ? Nah, I woke butt naked around my backyard. I jingle dose bells 🔔. https://t.co/hI1jE12EWl	0	8
#NEW: 'This is probably a three-dose vaccine series' says Dr. Isaac Bogoch in my interview with him. We discuss COVID-19 booster vaccines and how the Omicron variant of COVID-19 should be contained. Watch my latest episode here: https://t.co/wNhDzoEt7B https://t.co/Z1eaQs0sI5	1	2
@PeteSouza Pro-life needs to be taken back by those who defend life for humans — those for sensible gun laws and pro vaccine. The Pro-birth movement doesn’t give shit about human life.	1	1
@mdhardeman @patio11 Pfizer has decided that their profits are more important than any benefit them releasing their vaccine data could have.  The benefits of them releasing their vaccine data include saving millions of people from dying.  This is evil. For-profit medicine is evil.	1	4
@kiwiwayne1 I can't get an appointment with an Orthopedic specialist surgeon because his list is very long (apparently), and because of covid.  I have Arthritis in both hips, and my left one is worse.  It's actually protruding into my pelvis, and I have days where I am in excruciating pain.	0	7
@michaelmalice One of the few positives from this pandemic was that Karen’s conventions were restricted to their backyards for a while.	1	7
@MiSolHobii This is a well deserved rest after working non stop over the past 2 years amid the pandemic! So glad that they will be spending the holiday season with family 💜.	0	7
All these vaccinated people had their Christmas dinner pissed on.. glad they kept me safe though #vaccine #savechristmas #savetheholidays #CovidVaccine #ActuallyAutistic	0	7
@JoshDehaas If after all this vax/passport nonsense we still get these sh#t restrictions;  why get the shots? If hospital capacity dictates this then the people who manage the hospitals should be fired and possibly imprisoned for thier mismanagement that's threatening everyone.	-1	3
@George97655340 @Freedom49973049 @jasonheat @PodiumOfTruth The majority are at low risk, especially w omicron. Rather than have studies that find why certain ppl are affected more, they just demand everyone be at risk with Vax side effects. Sounds smart.	-1	6
@thatreviewplace I reckon the vax will make many infertile which won’t be known for at least 15 yrs (obviously) and by then will be explained away.	-1	5
I’m so happy for them. They’ve worked so hard non stop even during the pandemic giving us high quality contents. #RestWellBTS because y’all deserve it. We will be here when you return.💜 https://t.co/4HiHJJMBQu	0	7
@razibkhan @publix boosted me with Moderna (at my request) even though my first two were Pfizer  They confirmed but didn’t object.	1	1
@NixonandIke @Spindrift_11 @SenSanders In the case of vaccines in general, the government often plays an outsized role, but in the era of COVID-19 the government’s role was even more central than usual. The government essentially removed the bulk of traditional industry risks related to vaccine development:	0	3
@marisasgirl @Rhaized1 Totally gutted for both of you, but what an amazing, kind pair you are. I have no doubt your time to be together will come - the pandemic is so shit but you deserve the world. Take care and know that we're all rooting for you xxxxxx	0	7
@AstroKatie Just before the pandemic hit, I was briefly snowed in and all alone in the Kalamazoo Airport. Dancing down the causeway singing along at the top of my lungs to the piped in 70s music that was the essence of my teens, while the snow flurried outside=epic!!	0	7
@joel_starz @Artimmus @barshoelife Covid	0	7
How can anyone take this person seriously? She is a menace! https://t.co/PaZbWz6baQ	0	7
@StephStance Couple that with this LEAKY vaccine and we are EFFED	-1	1
@markoftheD Or simply a failure of vax delivery infrastructure (no idea what the reason is, might be the chtonic-horror level of bureacracy)  Just a guess	0	4
@616REMYLEBEAU no tenth grade year during quarantine was fucking horrible omg	0	7
@AuburnBlazer @BowlSeason @UAB_FB @BYUfootball @IndyBowl @NickCarparelli we had covid plus didnt deserve to be there	0	7
@HonestKeepem @Daniell30558035 @SkyNewsAust Dr Robert Malone, claims to have invented mRNA technology, but he didn't. This is too easy to debunk. Next... https://t.co/RoV6vuY7eF	0	1
@ReaganBattalion So many kids will suffer their entire life because they lost a primary caregiver to COVID.	1	6
Lake Charles is a city of blue tarps from a hurricane a year and a half ago, our childhood asthma and adult cancer rates are off the charts, and COVID (combined w storm trauma, almost certainly) gave us one of the starkest life expectancy drops in the year last year, but go on. https://t.co/kyEWL8Kg5I	0	6
